,pitch,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,mfcc41,mfcc42,mfcc43,mfcc44,mfcc45,mfcc46,mfcc47,mfcc48,mfcc49,mfcc50,mfcc51,mfcc52,mfcc53,mfcc54,mfcc55,mfcc56,mfcc57,mfcc58,mfcc59,mfcc60,mfcc61,mfcc62,mfcc63,mfcc64,mfcc65,mfcc66,mfcc67,mfcc68,mfcc69,mfcc70,mfcc71,mfcc72,mfcc73,mfcc74,mfcc75,mfcc76,mfcc77,mfcc78,mfcc79,mfcc80,mfcc81,mfcc82,mfcc83,mfcc84,mfcc85,mfcc86,mfcc87,mfcc88,mfcc89,mfcc90,mfcc91,mfcc92,mfcc93,mfcc94,mfcc95,mfcc96,mfcc97,mfcc98,mfcc99,mfcc100,mfcc101,mfcc102,mfcc103,mfcc104,mfcc105,mfcc106,mfcc107,mfcc108,mfcc109,mfcc110
0,137.8125,-572.4270272821184,-192.08145954462654,-14.17358925963575,-83.75359825571799,-73.77026262449489,-121.85151760080998,-14.200023069739593,-38.43799485499995,-218.06867221941698,-220.20056764222213,-253.5810013956008,0.0,155.79523705655401,52.27101923759235,77.61382379842064,90.02267671607359,113.76661666336818,68.61799482303616,70.15691764930605,145.06872867094586,131.69013269964756,110.53680029237444,0.0,9.957242618173865,0.8868818653624126,-45.96597380397607,-78.38358404840476,-26.456934687814993,17.086809984619755,-54.076633746331424,5.674808722868346,9.037834097132755,24.7909571460605,0.0,22.887410379822136,37.01277096133072,34.48842988567782,4.828558149316448,19.163053361065202,-15.552641912950095,5.041381357275618,26.008613394441014,49.89655768577134,40.50613089264006,0.0,-16.802543434889785,-53.54773768546063,12.518370905238136,9.919062316472246,-17.596977330608432,-61.95547038879329,-5.6774221483374046,-13.234188189210382,-2.1919902209938686,3.6347878056969023,0.0,18.032191367671608,34.221056029278365,6.103985309366454,10.470458647497539,17.75973417585692,38.053493346043254,14.066576718159336,26.234416584835877,23.59903631101301,11.915695468399903,0.0,-10.225662179345777,-3.743088348710175,-11.424615895716332,-7.8529847571995575,-6.449794753928622,-14.945812302161972,1.7197462367905172,-6.232378408250753,4.749532030668111,9.911041897107442,0.0,9.553015392284223,17.937848904032528,24.1363903237695,28.540940869649447,18.52116929401545,28.508683433970702,21.72283428741843,14.512374824380007,17.881218640315236,9.516284814814238,0.0,-7.824748799699354,-0.6981035400546136,-26.482800252656983,-11.96116768066727,-18.960810318728306,3.0296782330391805,-36.72179938507157,-9.095790556198445,-8.219961469797886,4.388277073663286,0.0,4.690620834903574,1.1399172339004737,16.707101073063193,-4.868128796380055,10.129425626313825,-4.82866571796779,9.326509381678358,5.720695780165872,10.475590345549442,5.038828628917496
